DEWP,TEMP,PRES,cbwd_embed,Iws,Is,Ir,pm2.5
-15,-13.0,1024.0,2,1.79,0,0,278.0
-10,-6.0,1024.0,2,5.37,0,0,319.0
-9,-3.0,1024.0,0,0.89,0,0,383.0
-9,-3.0,1022.0,3,1.79,0,0,472.0
-9,-2.0,1021.0,3,3.58,0,0,458.0
-7,-1.0,1021.0,3,5.37,0,0,529.0
-7,-1.0,1021.0,3,7.16,0,0,802.0
-7,-2.0,1021.0,3,8.95,0,0,845.0
-7,-4.0,1021.0,3,9.84,0,0,810.0
-8,-6.0,1021.0,3,11.63,0,0,776.0
-8,-7.0,1022.0,0,0.89,0,0,824.0
-8,-7.0,1023.0,0,1.34,0,0,886.0
-9,-8.0,1023.0,1,0.89,0,0,852.0
-10,-9.0,1024.0,0,0.89,0,0,858.0
-10,-9.0,1024.0,2,1.79,0,0,805.0
-9,-8.0,1024.0,2,2.68,0,0,744.0
-8,-7.0,1025.0,2,4.47,0,0,731.0
-6,-5.0,1025.0,3,0.89,0,0,722.0
-6,-5.0,1025.0,2,1.79,0,0,684.0
-6,-5.0,1025.0,2,3.58,0,0,651.0
-6,-5.0,1025.0,0,0.89,0,0,673.0
-6,-4.0,1025.0,2,3.13,0,0,584.0
-6,-3.0,1025.0,2,6.26,0,0,475.0
-6,-3.0,1026.0,2,9.39,0,0,341.0
-6,-2.0,1026.0,2,11.18,0,0,288.0
-6,-2.0,1026.0,2,14.31,0,0,266.0
-6,-2.0,1026.0,2,16.1,0,0,236.0
-6,-1.0,1025.0,2,17.89,0,0,295.0
-5,0.0,1024.0,0,1.79,0,0,419.0
-6,0.0,1023.0,3,4.92,0,0,323.0
-6,0.0,1023.0,3,6.71,0,0,326.0
-5,-3.0,1023.0,3,7.6,0,0,325.0
-6,-4.0,1023.0,0,0.89,0,0,334.0
-7,-4.0,1024.0,3,3.13,0,0,343.0
-8,-5.0,1025.0,0,0.89,0,0,333.0
-7,-3.0,1024.0,3,1.79,0,0,311.0
-9,-7.0,1024.0,0,0.45,0,0,304.0
-9,-8.0,1025.0,0,0.9,0,0,301.0
-10,-8.0,1024.0,0,1.35,0,0,309.0
-10,-9.0,1025.0,0,1.8,0,0,298.0
-12,-11.0,1025.0,2,3.13,0,0,362.0
-10,-10.0,1025.0,2,4.92,0,0,523.0
-9,-8.0,1024.0,2,9.84,0,0,468.0
-11,-9.0,1024.0,2,11.63,0,0,447.0
-10,-9.0,1024.0,2,14.76,0,0,328.0
-11,-8.0,1026.0,0,0.89,0,0,308.0
-10,-8.0,1027.0,0,1.78,0,0,358.0
-7,-5.0,1028.0,0,2.67,0,0,296.0
-7,-4.0,1028.0,3,1.79,0,0,257.0
-6,-2.0,1029.0,0,0.89,0,0,291.0
-6,-2.0,1029.0,1,1.79,0,0,335.0
-6,0.0,1028.0,3,1.79,0,0,345.0
-6,0.0,1028.0,3,5.81,0,0,307.0
-6,0.0,1029.0,3,8.94,0,0,271.0
-6,-1.0,1029.0,3,12.96,0,0,267.0
-5,-2.0,1029.0,3,16.09,0,0,277.0
-5,-1.0,1030.0,3,17.88,0,0,278.0
-5,-1.0,1029.0,3,19.67,1,0,285.0
-4,-2.0,1029.0,3,22.8,0,0,282.0
-6,-3.0,1029.0,3,26.82,1,0,217.0
-6,-4.0,1029.0,3,30.84,0,0,169.0
-6,-4.0,1029.0,3,34.86,0,0,68.0
-7,-4.0,1029.0,3,37.99,0,0,151.0
-8,-5.0,1029.0,3,39.78,0,0,66.0
-8,-5.0,1028.0,3,42.91,0,0,58.0
-8,-5.0,1028.0,3,46.04,0,0,61.0
-9,-6.0,1027.0,3,47.83,0,0,61.0
-8,-5.0,1027.0,3,50.96,0,0,71.0
-8,-6.0,1027.0,3,54.98,1,0,79.0
-8,-6.0,1027.0,3,56.77,2,0,74.0
-8,-6.0,1027.0,3,58.56,3,0,71.0
-7,-6.0,1027.0,3,60.35,4,0,80.0
-7,-5.0,1027.0,3,62.14,5,0,79.0
-6,-4.0,1026.0,3,63.93,0,0,69.0
-6,-4.0,1025.0,3,65.72,0,0,90.0
-6,-3.0,1024.0,3,67.51,0,0,109.0
-6,-2.0,1023.0,0,0.89,0,0,120.0
-6,-2.0,1024.0,0,2.67,0,0,132.0
-7,-3.0,1024.0,1,1.79,0,0,134.0
-8,-5.0,1025.0,1,2.68,0,0,155.0
-8,-6.0,1025.0,0,0.89,0,0,166.0
-8,-7.0,1026.0,0,1.34,0,0,183.0
-9,-8.0,1026.0,0,1.79,0,0,181.0
-7,-6.0,1027.0,0,2.68,0,0,201.0
-10,-9.0,1028.0,2,1.79,0,0,227.0
-10,-9.0,1028.0,2,3.58,0,0,177.0
-10,-8.0,1028.0,1,3.13,0,0,189.0
-12,-4.0,1029.0,1,10.28,0,0,76.0
-14,-4.0,1029.0,1,16.09,0,0,46.0
-14,-4.0,1030.0,1,21.9,0,0,38.0
-15,-5.0,1031.0,1,26.82,0,0,35.0
-13,-8.0,1032.0,3,1.79,0,0,25.0
-11,-10.0,1034.0,1,1.79,0,0,82.0
-9,-7.0,1035.0,3,1.79,0,0,245.0
-9,-6.0,1035.0,0,0.89,0,0,269.0
-10,-3.0,1034.0,0,1.78,0,0,240.0
-14,-1.0,1033.0,1,3.13,0,0,194.0
-17,0.0,1032.0,2,3.13,0,0,169.0
-16,1.0,1032.0,1,3.13,0,0,53.0
-16,1.0,1033.0,1,6.26,0,0,39.0
-17,0.0,1034.0,1,8.05,0,0,45.0
-16,-1.0,1034.0,1,9.84,0,0,61.0
-15,-3.0,1035.0,2,3.13,0,0,227.0
-15,-5.0,1036.0,2,6.26,0,0,219.0
-16,-2.0,1036.0,2,11.18,0,0,193.0
-17,-2.0,1037.0,2,16.1,0,0,47.0
-17,-4.0,1037.0,2,19.23,0,0,26.0
-17,-8.0,1038.0,2,22.36,0,0,28.0
-16,-8.0,1038.0,1,1.79,0,0,30.0
-15,-7.0,1038.0,1,4.92,0,0,25.0
-16,-7.0,1038.0,2,4.92,0,0,24.0
-16,-9.0,1038.0,3,0.89,0,0,26.0
-16,-8.0,1038.0,1,1.79,0,0,19.0
-17,-10.0,1038.0,2,3.13,0,0,35.0
-17,-10.0,1038.0,2,4.92,0,0,37.0
-16,-8.0,1039.0,1,4.92,0,0,34.0
-16,-6.0,1040.0,1,8.94,0,0,33.0
-16,-4.0,1040.0,1,12.07,0,0,33.0
-16,-3.0,1040.0,1,16.09,0,0,34.0
-15,-1.0,1040.0,1,20.11,0,0,38.0
-17,0.0,1038.0,1,23.24,0,0,38.0
-18,2.0,1037.0,2,1.79,0,0,41.0
-18,2.0,1036.0,0,0.89,0,0,37.0
-17,3.0,1035.0,3,1.79,0,0,45.0
-18,3.0,1035.0,3,4.92,0,0,71.0
-16,1.0,1035.0,3,8.05,0,0,92.0
-16,0.0,1036.0,3,11.18,0,0,78.0
-13,-1.0,1036.0,3,15.2,0,0,86.0
-13,-1.0,1035.0,3,16.99,0,0,107.0
-12,-1.0,1035.0,3,18.78,0,0,167.0
-12,-7.0,1034.0,3,19.67,0,0,208.0
-13,-8.0,1034.0,0,0.89,0,0,226.0
-13,-9.0,1033.0,1,0.89,0,0,285.0
-13,-10.0,1032.0,3,0.89,0,0,283.0
-13,-10.0,1032.0,0,0.89,0,0,214.0
-13,-9.0,1032.0,0,1.78,0,0,193.0
-14,-10.0,1031.0,2,0.89,0,0,231.0
-13,-11.0,1029.0,0,0.45,0,0,213.0
-14,-11.0,1029.0,2,0.89,0,0,180.0
-14,-12.0,1029.0,2,2.68,0,0,149.0
-14,-11.0,1029.0,2,4.47,0,0,86.0
-12,-8.0,1029.0,2,6.26,0,0,82.0
-12,-4.0,1028.0,2,8.05,0,0,87.0
-12,-3.0,1028.0,2,9.84,0,0,94.0
-11,0.0,1026.0,2,11.63,0,0,122.0
-12,1.0,1025.0,0,1.79,0,0,138.0
-13,1.0,1024.0,3,1.79,0,0,138.0
-14,2.0,1023.0,3,4.92,0,0,176.0
-13,2.0,1023.0,0,0.89,0,0,450.0
-11,-2.0,1024.0,3,0.89,0,0,372.0
-10,-3.0,1024.0,0,0.89,0,0,358.0
-11,-3.0,1025.0,3,0.89,0,0,448.0
-10,-4.0,1025.0,0,0.45,0,0,485.0
-11,-7.0,1025.0,0,1.34,0,0,557.0
-10,-6.0,1026.0,2,0.89,0,0,573.0
-11,-7.0,1026.0,2,4.02,0,0,603.0
-11,-6.0,1026.0,2,4.91,0,0,412.0
-11,-3.0,1026.0,2,8.04,0,0,300.0
-11,-6.0,1026.0,2,12.06,0,0,312.0
-12,-6.0,1027.0,1,0.89,0,0,253.0
-12,-6.0,1027.0,0,0.45,0,0,285.0
-12,-8.0,1027.0,1,1.79,0,0,277.0
-11,-8.0,1028.0,0,0.45,0,0,236.0
-11,-9.0,1028.0,0,1.34,0,0,157.0
-11,-9.0,1029.0,2,1.79,0,0,237.0
-7,-4.0,1031.0,0,0.89,0,0,290.0
-9,-1.0,1031.0,0,1.78,0,0,371.0
-11,1.0,1031.0,3,3.13,0,0,353.0
-10,1.0,1031.0,0,0.89,0,0,227.0
-10,2.0,1030.0,3,3.13,0,0,201.0
-10,2.0,1030.0,3,4.92,0,0,98.0
-12,3.0,1030.0,3,6.71,0,0,76.0
-11,2.0,1030.0,3,8.5,0,0,71.0
-10,1.0,1030.0,3,9.39,0,0,73.0
-8,-1.0,1031.0,1,0.89,0,0,85.0
-8,-1.0,1031.0,3,0.89,0,0,100.0
-9,0.0,1031.0,3,2.68,0,0,115.0
-9,0.0,1032.0,3,4.47,0,0,128.0
-10,-1.0,1032.0,3,6.26,0,0,141.0
-10,-1.0,1032.0,3,9.39,0,0,72.0
-12,-1.0,1032.0,3,12.52,0,0,88.0
-12,-2.0,1032.0,3,14.31,0,0,91.0
-11,-2.0,1032.0,0,0.89,0,0,69.0
-11,-2.0,1032.0,0,1.34,0,0,59.0
-11,-3.0,1032.0,0,2.23,0,0,53.0
-8,-3.0,1032.0,3,1.79,1,0,57.0
-7,-4.0,1032.0,0,0.89,2,0,64.0
-6,-4.0,1032.0,3,0.89,3,0,78.0
-5,-4.0,1032.0,0,0.89,4,0,87.0
-4,-4.0,1032.0,2,1.79,5,0,88.0
-4,-3.0,1032.0,2,4.92,6,0,80.0
-3,-2.0,1031.0,1,1.79,7,0,84.0
-3,-1.0,1031.0,2,1.79,8,0,100.0
-4,-1.0,1030.0,2,2.68,0,0,129.0
-3,-1.0,1029.0,0,0.89,0,0,128.0
-4,-1.0,1029.0,0,1.78,0,0,114.0
-4,-1.0,1029.0,0,2.67,0,0,110.0
-4,-2.0,1029.0,0,3.56,0,0,122.0
-4,-3.0,1030.0,3,0.89,0,0,142.0
-4,-3.0,1030.0,3,1.78,0,0,150.0
-4,-3.0,1030.0,0,0.89,0,0,138.0
-4,-2.0,1030.0,2,1.79,0,0,156.0
-4,-3.0,1030.0,0,0.45,0,0,145.0
-4,-3.0,1030.0,0,0.9,0,0,169.0
-4,-3.0,1030.0,1,1.79,0,0,161.0
-4,-3.0,1029.0,2,1.79,0,0,160.0
-4,-3.0,1029.0,2,2.68,0,0,156.0
-5,-4.0,1028.0,2,3.57,0,0,198.0
-4,-4.0,1028.0,2,5.36,0,0,188.0
-6,-5.0,1028.0,2,7.15,0,0,176.0
-5,-4.0,1028.0,2,8.94,0,0,187.0
-6,-5.0,1029.0,2,12.07,0,0,154.0
-7,-6.0,1029.0,2,13.86,0,0,179.0
-5,-3.0,1029.0,2,17.88,0,0,198.0
-4,-2.0,1030.0,2,21.01,0,0,159.0
-5,0.0,1029.0,1,3.13,0,0,164.0
-6,2.0,1029.0,1,6.26,0,0,156.0
-4,3.0,1028.0,1,9.39,0,0,144.0
-7,3.0,1028.0,1,12.52,0,0,104.0
-7,4.0,1028.0,1,14.31,0,0,88.0
-7,3.0,1028.0,3,0.89,0,0,72.0
-7,1.0,1028.0,1,0.89,0,0,93.0
-6,-1.0,1029.0,0,0.45,0,0,98.0
-6,-1.0,1029.0,1,0.89,0,0,114.0
-7,-4.0,1030.0,0,0.89,0,0,184.0
-8,-5.0,1030.0,1,1.79,0,0,162.0
-7,-5.0,1030.0,2,1.79,0,0,179.0
-9,-6.0,1031.0,2,5.81,0,0,131.0
-6,-4.0,1031.0,0,0.89,0,0,104.0
-8,-6.0,1031.0,0,1.78,0,0,84.0
-9,-8.0,1032.0,3,0.89,0,0,88.0
-8,-8.0,1031.0,0,0.89,0,0,60.0
-9,-8.0,1031.0,0,1.78,0,0,45.0
-13,-12.0,1031.0,3,0.89,0,0,38.0
-13,-12.0,1031.0,0,0.89,0,0,37.0
-14,-13.0,1031.0,0,1.78,0,0,40.0
-15,-14.0,1032.0,0,2.67,0,0,52.0
-9,-9.0,1032.0,0,3.56,0,0,46.0
-6,-6.0,1032.0,0,4.45,0,0,48.0
-9,-3.0,1031.0,1,3.13,0,0,55.0
-7,-2.0,1030.0,3,1.79,0,0,46.0
-6,-1.0,1029.0,0,0.89,0,0,111.0
-5,-1.0,1028.0,3,3.13,0,0,127.0
-5,-3.0,1027.0,3,6.26,0,0,326.0
-5,-4.0,1026.0,3,9.39,0,0,382.0
-6,-5.0,1026.0,3,12.52,1,0,352.0
-6,-5.0,1026.0,3,15.65,2,0,366.0
-5,-5.0,1026.0,3,17.44,3,0,396.0
-5,-5.0,1026.0,3,19.23,4,0,398.0
-5,-5.0,1025.0,3,22.36,5,0,374.0
-6,-5.0,1025.0,3,25.49,6,0,412.0
-6,-5.0,1024.0,0,0.89,7,0,437.0
-6,-6.0,1024.0,3,1.79,8,0,453.0
-6,-6.0,1023.0,3,3.58,0,0,439.0
-7,-6.0,1022.0,3,4.47,0,0,439.0
-7,-6.0,1022.0,3,6.26,0,0,437.0
-7,-6.0,1021.0,0,0.89,0,0,411.0
-7,-5.0,1020.0,0,1.78,0,0,424.0
-6,-5.0,1020.0,0,2.67,0,0,417.0
-7,-5.0,1020.0,1,0.89,0,0,422.0
-6,-5.0,1020.0,0,0.89,0,0,394.0
-6,-5.0,1019.0,3,0.89,0,0,388.0
-6,-5.0,1019.0,0,0.89,1,0,401.0
-6,-4.0,1019.0,0,1.78,2,0,402.0
-6,-4.0,1018.0,3,1.79,0,0,396.0
-6,-4.0,1017.0,3,3.58,0,0,395.0
-5,-3.0,1016.0,3,5.37,0,0,392.0
-5,-3.0,1016.0,3,7.16,0,0,359.0
-5,-3.0,1016.0,3,8.95,0,0,301.0
-6,-4.0,1017.0,3,9.84,0,0,273.0
-7,-6.0,1017.0,3,10.73,0,0,297.0
-8,-8.0,1018.0,1,0.89,0,0,321.0
-7,-7.0,1019.0,0,0.89,0,0,336.0
-8,-8.0,1020.0,0,1.34,0,0,399.0
-6,-5.0,1021.0,2,1.79,0,0,378.0
-9,-3.0,1021.0,2,6.71,0,0,398.0
-13,0.0,1022.0,2,13.86,0,0,255.0
-13,-1.0,1022.0,2,19.67,0,0,29.0
-14,-2.0,1023.0,2,26.82,0,0,17.0
-14,-2.0,1023.0,2,33.97,0,0,18.0
-13,-3.0,1023.0,2,39.78,0,0,11.0
-14,-4.0,1023.0,2,44.7,0,0,16.0
-14,-5.0,1023.0,2,47.83,0,0,12.0
-14,-7.0,1023.0,0,0.89,0,0,13.0
-14,-1.0,1023.0,2,4.92,0,0,14.0
-16,1.0,1023.0,2,12.07,0,0,20.0
-17,3.0,1023.0,2,21.01,0,0,29.0
-17,3.0,1023.0,2,30.84,0,0,32.0
-17,4.0,1022.0,2,40.67,0,0,12.0
-18,4.0,1022.0,2,49.61,0,0,16.0
-18,5.0,1021.0,2,58.55,0,0,17.0
-17,5.0,1021.0,2,64.36,0,0,13.0
-17,3.0,1022.0,2,71.51,0,0,16.0
-17,0.0,1023.0,2,76.43,0,0,14.0
-16,-1.0,1023.0,2,81.35,0,0,10.0
-18,-1.0,1024.0,1,4.02,0,0,23.0
-19,-3.0,1024.0,1,5.81,0,0,30.0
-19,-4.0,1024.0,3,1.79,0,0,27.0
-19,-6.0,1024.0,1,1.79,0,0,23.0
-21,-5.0,1025.0,0,0.45,0,0,27.0
-18,-9.0,1025.0,2,3.13,0,0,27.0
-19,-8.0,1025.0,0,0.89,0,0,31.0
-18,-10.0,1026.0,2,3.13,0,0,47.0
-18,-11.0,1025.0,2,4.92,0,0,46.0
-17,-12.0,1025.0,1,0.89,0,0,42.0
-17,-11.0,1024.0,1,2.68,0,0,47.0
-18,-11.0,1024.0,1,4.47,0,0,64.0
-18,-13.0,1024.0,2,3.13,0,0,68.0
-18,-9.0,1025.0,2,6.26,0,0,48.0
-18,-7.0,1025.0,2,9.39,0,0,40.0
-18,-6.0,1025.0,2,12.52,0,0,50.0
-18,-4.0,1025.0,2,15.65,0,0,55.0
-19,-3.0,1024.0,0,1.79,0,0,53.0
-16,-2.0,1023.0,3,1.79,0,0,65.0
-15,-1.0,1022.0,1,1.79,0,0,71.0
-15,-1.0,1022.0,0,0.89,0,0,84.0
-14,-2.0,1022.0,0,1.78,0,0,78.0
-14,-4.0,1022.0,0,2.67,0,0,73.0
-13,-5.0,1022.0,1,0.89,0,0,84.0
-12,-6.0,1023.0,3,0.89,0,0,109.0
-12,-7.0,1023.0,3,1.78,0,0,130.0
-13,-9.0,1024.0,1,0.89,0,0,113.0
-12,-8.0,1024.0,0,0.45,0,0,118.0
-12,-9.0,1025.0,0,1.34,0,0,124.0
-13,-9.0,1025.0,1,0.89,0,0,135.0
-12,-10.0,1026.0,0,0.45,0,0,174.0
-15,-12.0,1026.0,2,1.79,0,0,161.0
-12,-11.0,1026.0,0,0.89,0,0,186.0
-13,-11.0,1026.0,2,0.89,0,0,189.0
-15,-13.0,1027.0,2,4.02,0,0,169.0
-14,-13.0,1027.0,2,5.81,0,0,155.0
-14,-12.0,1028.0,2,7.6,0,0,138.0
-12,-10.0,1028.0,2,9.39,0,0,126.0
-11,-7.0,1029.0,2,11.18,0,0,124.0
-11,-4.0,1029.0,0,0.89,0,0,96.0
-11,-3.0,1029.0,0,1.78,0,0,94.0
-11,-1.0,1028.0,0,2.67,0,0,122.0
-10,0.0,1027.0,3,1.79,0,0,156.0
-11,2.0,1027.0,0,1.79,0,0,198.0
-10,2.0,1026.0,0,3.58,0,0,162.0
-10,2.0,1026.0,3,3.13,0,0,162.0
-9,0.0,1027.0,3,6.26,0,0,172.0
-8,-2.0,1028.0,3,9.39,0,0,195.0
-8,-4.0,1028.0,0,0.89,0,0,177.0
-8,-4.0,1028.0,0,1.78,0,0,174.0
-8,-5.0,1029.0,0,2.67,0,0,165.0
-8,-5.0,1029.0,0,3.56,0,0,170.0
-9,-7.0,1029.0,0,4.45,0,0,179.0
-8,-5.0,1030.0,3,1.79,0,0,229.0
-8,-5.0,1030.0,1,0.89,0,0,307.0
-8,-5.0,1030.0,1,1.78,0,0,347.0
-10,-7.0,1029.0,1,2.67,0,0,318.0
-11,-9.0,1029.0,2,0.89,0,0,293.0
-10,-9.0,1029.0,1,0.89,0,0,258.0
-11,-10.0,1029.0,1,2.68,0,0,284.0
-9,-8.0,1030.0,3,1.79,0,0,312.0
-9,-8.0,1030.0,3,3.58,0,0,310.0
-7,-7.0,1030.0,3,5.37,0,0,261.0
-6,-6.0,1030.0,3,7.16,1,0,387.0
-6,-5.0,1030.0,0,0.89,0,0,340.0
-5,-5.0,1029.0,3,1.79,0,0,306.0
-5,-4.0,1028.0,3,3.58,0,0,321.0
-5,-2.0,1027.0,0,0.89,0,0,322.0
-5,-1.0,1027.0,3,1.79,0,0,313.0
-5,-2.0,1026.0,3,3.58,0,0,320.0
-5,-4.0,1025.0,3,4.47,0,0,288.0
-5,-3.0,1025.0,1,1.79,0,0,300.0
-5,-3.0,1025.0,1,3.58,0,0,314.0
-5,-3.0,1025.0,0,0.89,0,0,317.0
-5,-3.0,1025.0,3,0.89,0,0,329.0
-5,-3.0,1024.0,0,0.89,0,0,306.0
-5,-3.0,1024.0,3,0.89,0,0,318.0
-5,-3.0,1024.0,3,1.78,0,0,340.0
-5,-3.0,1023.0,0,0.89,0,0,359.0
-5,-3.0,1023.0,3,0.89,0,0,362.0
-5,-4.0,1022.0,1,0.89,0,0,369.0
-5,-3.0,1021.0,3,0.89,0,0,364.0
-5,-4.0,1021.0,1,0.89,0,0,364.0
-5,-4.0,1021.0,1,1.78,0,0,357.0
-5,-4.0,1021.0,0,0.89,0,0,362.0
-5,-3.0,1021.0,1,1.79,0,0,369.0
-5,-3.0,1021.0,2,3.13,0,0,348.0
-5,-2.0,1022.0,2,4.92,0,0,348.0
-5,0.0,1022.0,2,6.71,0,0,357.0
-5,1.0,1021.0,2,8.5,0,0,367.0
-5,2.0,1020.0,0,0.89,0,0,384.0
-5,3.0,1019.0,0,1.78,0,0,394.0
-5,3.0,1019.0,3,1.79,0,0,409.0
-5,3.0,1019.0,3,3.58,0,0,496.0
-4,1.0,1020.0,3,6.71,0,0,490.0
-5,-2.0,1021.0,3,9.84,0,0,459.0
-5,-3.0,1022.0,3,11.63,0,0,446.0
-4,-1.0,1022.0,3,13.42,0,0,444.0
-6,-5.0,1023.0,3,14.31,0,0,443.0
-7,-6.0,1024.0,1,0.89,0,0,444.0
-5,-4.0,1024.0,3,0.89,0,0,510.0
-6,-6.0,1024.0,3,1.78,0,0,508.0
-7,-7.0,1024.0,1,0.89,0,0,490.0
-6,-6.0,1024.0,0,0.45,0,0,472.0
-7,-7.0,1025.0,0,0.9,0,0,451.0
-8,-7.0,1024.0,0,1.79,0,0,448.0
-7,-6.0,1025.0,3,3.58,0,0,526.0
-6,-5.0,1025.0,0,0.89,0,0,460.0
-6,-5.0,1026.0,3,0.89,0,0,438.0
-5,-5.0,1026.0,3,2.68,0,0,425.0
-5,-5.0,1026.0,3,4.47,1,0,462.0
-5,-4.0,1026.0,3,6.26,2,0,493.0
-4,-4.0,1025.0,0,0.89,3,0,484.0
-4,-3.0,1025.0,3,1.79,4,0,463.0
-4,-3.0,1024.0,3,3.58,5,0,476.0
-4,-3.0,1025.0,3,6.71,6,0,445.0
-4,-3.0,1025.0,3,8.5,7,0,441.0
-4,-3.0,1025.0,3,11.63,8,0,436.0
-4,-3.0,1026.0,3,13.42,9,0,411.0
-4,-3.0,1026.0,3,15.21,10,0,389.0
-4,-3.0,1026.0,3,17.0,0,0,357.0
-4,-3.0,1027.0,3,20.13,0,0,345.0
-4,-3.0,1027.0,3,21.92,0,0,335.0
-5,-3.0,1027.0,3,23.71,0,0,322.0
-5,-4.0,1027.0,3,25.5,0,0,316.0
-5,-4.0,1027.0,3,27.29,0,0,315.0
-5,-4.0,1027.0,3,29.08,0,0,304.0
-5,-4.0,1027.0,3,30.87,0,0,282.0
-5,-4.0,1027.0,3,32.66,0,0,260.0
-5,-4.0,1026.0,3,34.45,0,0,266.0
-5,-4.0,1026.0,1,0.89,0,0,278.0
-5,-4.0,1026.0,3,1.79,0,0,273.0
-5,-4.0,1027.0,3,3.58,0,0,275.0
-5,-3.0,1027.0,3,5.37,0,0,287.0
-5,-3.0,1027.0,3,7.16,0,0,302.0
-5,-3.0,1027.0,0,0.89,0,0,299.0
-5,-3.0,1026.0,0,1.78,0,0,297.0
-4,-3.0,1025.0,0,2.67,0,0,286.0
-4,-2.0,1025.0,0,3.56,0,0,297.0
-4,-2.0,1024.0,3,1.79,0,0,288.0
-4,-2.0,1024.0,0,0.89,0,0,281.0
-4,-2.0,1025.0,1,0.89,0,0,251.0
-4,-2.0,1025.0,1,2.68,0,0,248.0
-4,-2.0,1026.0,2,0.89,0,0,222.0
-4,-2.0,1026.0,2,4.02,0,0,199.0
-4,-2.0,1026.0,2,5.81,0,0,265.0
-4,-2.0,1026.0,1,1.79,0,0,288.0
-4,-2.0,1026.0,0,0.89,0,0,296.0
-4,-2.0,1026.0,2,0.89,0,0,311.0
-4,-2.0,1026.0,0,0.89,0,0,276.0
-4,-2.0,1026.0,2,0.89,0,0,259.0
-4,-2.0,1026.0,2,1.78,0,0,205.0
-4,-2.0,1025.0,1,0.89,0,0,181.0
-4,-2.0,1025.0,2,1.79,0,0,213.0
-4,-2.0,1025.0,0,0.45,0,0,208.0
-3,-2.0,1025.0,3,0.89,0,0,206.0
-3,-2.0,1026.0,0,0.89,0,1,183.0
-2,-2.0,1026.0,1,0.89,0,2,178.0
-2,-1.0,1026.0,2,3.13,0,3,178.0
-2,-1.0,1025.0,1,0.89,0,4,169.0
-1,-1.0,1024.0,1,2.68,0,5,177.0
-1,-1.0,1023.0,2,1.79,1,0,174.0
-1,-1.0,1022.0,0,0.89,2,0,172.0
-1,-1.0,1022.0,1,1.79,3,0,157.0
-1,-1.0,1022.0,0,0.89,0,0,143.0
-1,-1.0,1022.0,0,1.78,0,0,147.0
-1,0.0,1022.0,2,4.02,0,0,136.0
-1,-1.0,1022.0,2,7.15,1,0,144.0
-1,0.0,1022.0,2,10.28,2,0,146.0
-1,0.0,1022.0,2,12.07,3,0,149.0
-1,0.0,1022.0,2,15.2,0,0,129.0
-2,-2.0,1023.0,2,18.33,0,0,111.0
-4,-4.0,1022.0,1,3.13,0,0,123.0
-3,-3.0,1023.0,2,3.13,0,0,155.0
-5,-5.0,1023.0,2,7.15,0,0,134.0
-5,-5.0,1023.0,1,1.79,0,0,98.0
-4,-2.0,1023.0,2,7.15,0,0,53.0
-7,-2.0,1024.0,2,14.3,0,0,26.0
-7,-2.0,1025.0,1,3.13,0,0,15.0
-8,-3.0,1026.0,2,7.15,0,0,21.0
-8,-2.0,1028.0,2,11.17,0,0,29.0
-10,-2.0,1029.0,1,7.15,0,0,14.0
-11,-1.0,1030.0,2,5.81,0,0,18.0
-11,1.0,1030.0,1,7.15,0,0,20.0
-13,0.0,1030.0,1,12.07,0,0,24.0
-14,1.0,1030.0,1,16.09,0,0,22.0
-14,2.0,1030.0,2,4.02,0,0,19.0
-15,3.0,1030.0,2,9.83,0,0,21.0
-15,2.0,1030.0,2,14.75,0,0,15.0
-17,0.0,1030.0,1,3.13,0,0,16.0
-15,-1.0,1031.0,1,6.26,0,0,22.0
-16,-1.0,1032.0,1,9.39,0,0,23.0
-16,-2.0,1033.0,1,13.41,0,0,27.0
-16,-2.0,1033.0,1,17.43,0,0,21.0
-17,-3.0,1033.0,1,22.35,0,0,9.0
-17,-4.0,1033.0,1,27.27,0,0,14.0
-17,-4.0,1034.0,1,30.4,0,0,14.0
-17,-5.0,1034.0,1,32.19,0,0,10.0
-17,-6.0,1034.0,1,33.08,0,0,9.0
-17,-8.0,1034.0,2,3.13,0,0,16.0
-16,-9.0,1034.0,2,6.26,0,0,16.0
-16,-11.0,1034.0,2,9.39,0,0,15.0
-16,-10.0,1034.0,2,11.18,0,0,19.0
-16,-11.0,1034.0,2,14.31,0,0,17.0
-15,-8.0,1034.0,2,18.33,0,0,38.0
-14,-5.0,1034.0,2,21.46,0,0,32.0
-15,-3.0,1034.0,2,23.25,0,0,46.0
-15,-1.0,1034.0,2,25.04,0,0,50.0
-16,1.0,1033.0,0,0.89,0,0,52.0
-16,2.0,1031.0,0,1.78,0,0,55.0
-15,3.0,1030.0,0,3.57,0,0,51.0
-15,4.0,1029.0,3,1.79,0,0,63.0
-15,4.0,1029.0,3,4.92,0,0,55.0
-15,2.0,1029.0,3,6.71,0,0,57.0
-13,0.0,1029.0,3,8.5,0,0,59.0
-12,1.0,1029.0,0,3.13,0,0,66.0
-10,-1.0,1028.0,3,3.13,0,0,81.0
-10,-2.0,1029.0,3,4.92,0,0,84.0
-8,-3.0,1029.0,0,0.89,0,0,83.0
-9,-3.0,1028.0,3,1.79,0,0,90.0
-9,-4.0,1027.0,3,3.58,0,0,114.0
-10,-3.0,1027.0,3,5.37,0,0,129.0
-10,-4.0,1026.0,3,6.26,0,0,150.0
-9,-4.0,1026.0,1,1.79,0,0,161.0
-6,-3.0,1024.0,0,0.89,0,0,166.0
